sample_index,membership_label,user_id,true_label,base_prediction,label_stability_score,sampling_attack_score,transfer_attack_score,boundary_attack_score,dhattack_style_score,dhattack_style_raw_score
0,1,casia:470,1,1,0.125,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.3533883286172766,0.8571428571428571
1,1,casia:061,0,0,1.0,1.0,0.7142857142857143,0.7142857142857143,-0.4118189225670448,0.5714285714285714
2,1,casia:250,1,0,1.0,1.0,1.0,1.0,0.15923683159299265,0.7142857142857143
3,1,casia:042,0,0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.3013483399130672,1.0
4,1,casia:490,1,1,0.5,1.0,0.5714285714285714,0.5714285714285714,-0.9432542638251253,0.5714285714285714
5,1,casia:346,1,1,0.5,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.3533883286172766,0.8571428571428571
6,1,casia:192,0,0,1.0,1.0,1.0,0.8571428571428571,0.7302925857530297,0.8571428571428571
7,1,casia:279,1,1,0.375,0.5714285714285714,0.42857142857142855,0.42857142857142855,-1.5915755600463264,0.42857142857142855
8,1,casia:345,1,1,0.125,0.5714285714285714,0.8571428571428571,0.2857142857142857,-0.2949329676039241,0.7142857142857143
9,1,casia:462,1,1,0.375,0.2857142857142857,0.42857142857142855,0.2857142857142857,-0.9432542638251253,0.5714285714285714
10,1,casia:326,1,1,0.125,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.3533883286172766,0.8571428571428571
11,1,casia:426,1,1,0.125,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.3533883286172766,0.8571428571428571
12,1,casia:222,0,0,1.0,1.0,1.0,0.2857142857142857,-1.5539304308871194,0.2857142857142857
13,1,casia:052,0,0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.7302925857530297,0.8571428571428571
14,1,casia:191,0,0,1.0,1.0,0.5714285714285714,0.5714285714285714,0.15923683159299265,0.7142857142857143
15,1,casia:190,0,0,1.0,1.0,1.0,0.42857142857142855,0.7302925857530297,0.8571428571428571
16,1,casia:360,1,1,0.875,1.0,0.5714285714285714,0.5714285714285714,1.0017096248384778,1.0
17,1,casia:026,0,0,1.0,1.0,1.0,0.8571428571428571,1.3013483399130672,1.0
18,1,casia:078,0,0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.15923683159299265,0.7142857142857143
19,1,casia:180,0,0,1.0,1.0,1.0,1.0,-0.9828746767270821,0.42857142857142855
20,1,casia:289,1,1,0.125,0.42857142857142855,0.42857142857142855,0.7142857142857143,-0.2949329676039241,0.7142857142857143
21,1,casia:031,0,0,1.0,1.0,1.0,0.8571428571428571,-1.5539304308871194,0.2857142857142857
22,1,casia:390,1,1,0.125,0.42857142857142855,0.7142857142857143,1.0,-1.5915755600463264,0.42857142857142855
23,1,casia:291,1,1,0.375,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.3533883286172766,0.8571428571428571
24,1,casia:186,0,0,1.0,1.0,0.2857142857142857,0.2857142857142857,-0.9828746767270821,0.42857142857142855
25,1,casia:365,1,1,0.25,0.2857142857142857,0.5714285714285714,0.5714285714285714,1.0017096248384778,1.0
26,1,casia:093,0,0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.15923683159299265,0.7142857142857143
27,1,casia:296,1,1,0.125,0.42857142857142855,0.42857142857142855,0.5714285714285714,-0.9432542638251253,0.5714285714285714
28,1,casia:464,1,1,0.375,0.42857142857142855,0.5714285714285714,0.5714285714285714,-0.2949329676039241,0.7142857142857143
29,1,casia:158,0,0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.7302925857530297,0.8571428571428571
30,1,casia:123,0,0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.7302925857530297,0.8571428571428571
31,1,casia:043,0,0,1.0,1.0,1.0,0.8571428571428571,-0.9828746767270821,0.42857142857142855
32,1,casia:027,0,0,1.0,1.0,1.0,1.0,1.3013483399130672,1.0
33,1,casia:447,1,1,0.125,0.5714285714285714,0.42857142857142855,0.42857142857142855,-0.2949329676039241,0.7142857142857143
34,1,casia:245,0,0,1.0,1.0,1.0,0.2857142857142857,-1.5539304308871194,0.2857142857142857
35,1,casia:291,1,1,0.125,0.2857142857142857,0.42857142857142855,0.42857142857142855,-0.9432542638251253,0.5714285714285714
36,1,casia:019,0,0,1.0,1.0,1.0,1.0,-0.4118189225670448,0.5714285714285714
37,1,casia:443,1,1,0.25,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.3533883286172766,0.8571428571428571
38,1,casia:286,1,1,0.125,0.2857142857142857,0.2857142857142857,0.2857142857142857,-2.2398968562675274,0.2857142857142857
39,1,casia:274,1,1,0.125,0.42857142857142855,0.8571428571428571,0.8571428571428571,0.3533883286172766,0.8571428571428571
40,1,casia:467,1,1,0.375,0.7142857142857143,0.8571428571428571,0.5714285714285714,-0.9432542638251253,0.5714285714285714
41,1,casia:473,1,1,0.75,0.2857142857142857,0.8571428571428571,0.5714285714285714,0.3533883286172766,0.8571428571428571
42,1,casia:059,0,0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.3013483399130672,1.0
43,1,casia:099,0,0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.7302925857530297,0.8571428571428571
44,1,casia:035,0,0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.7302925857530297,0.8571428571428571
45,1,casia:183,0,0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.15923683159299265,0.7142857142857143
46,1,casia:005,0,0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.7302925857530297,0.8571428571428571
47,1,casia:237,0,0,1.0,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.7302925857530297,0.8571428571428571
48,1,casia:184,0,0,1.0,1.0,1.0,0.7142857142857143,0.15923683159299265,0.7142857142857143
49,1,casia:485,1,1,0.125,0.2857142857142857,0.8571428571428571,0.8571428571428571,-1.5915755600463264,0.42857142857142855
50,1,casia:319,1,1,0.125,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.3533883286172766,0.8571428571428571
51,1,casia:356,1,1,0.25,0.42857142857142855,0.8571428571428571,0.8571428571428571,0.3533883286172766,0.8571428571428571
52,1,casia:458,1,1,0.25,0.2857142857142857,0.2857142857142857,0.42857142857142855,-0.9432542638251253,0.5714285714285714
53,1,casia:341,1,1,0.25,0.8571428571428571,0.7142857142857143,0.7142857142857143,1.0017096248384778,1.0
54,1,casia:203,0,0,1.0,1.0,1.0,0.8571428571428571,0.7302925857530297,0.8571428571428571
55,1,casia:187,0,0,1.0,1.0,0.42857142857142855,0.42857142857142855,-0.9828746767270821,0.42857142857142855
56,1,casia:179,0,0,1.0,1.0,1.0,1.0,0.7302925857530297,0.8571428571428571
57,1,casia:438,1,1,0.125,0.2857142857142857,0.5714285714285714,0.42857142857142855,-1.5915755600463264,0.42857142857142855
58,1,casia:257,1,1,0.625,0.2857142857142857,0.42857142857142855,0.42857142857142855,-0.9432542638251253,0.5714285714285714
59,1,casia:153,0,0,1.0,0.14285714285714285,0.7142857142857143,0.7142857142857143,-2.124986185047157,0.14285714285714285
60,1,casia:469,1,1,0.5,1.0,0.42857142857142855,0.42857142857142855,-0.2949329676039241,0.7142857142857143
61,1,casia:011,0,0,1.0,1.0,1.0,0.7142857142857143,0.7302925857530297,0.8571428571428571
62,1,casia:077,0,0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.15923683159299265,0.7142857142857143
63,1,casia:420,1,1,0.25,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.3533883286172766,0.8571428571428571
64,1,casia:473,1,1,1.0,1.0,0.7142857142857143,0.7142857142857143,0.3533883286172766,0.8571428571428571
65,1,casia:194,0,0,1.0,1.0,0.5714285714285714,0.5714285714285714,0.15923683159299265,0.7142857142857143
66,1,casia:443,1,1,0.125,0.2857142857142857,0.42857142857142855,0.8571428571428571,-0.2949329676039241,0.7142857142857143
67,1,casia:060,0,0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.7302925857530297,0.8571428571428571
68,1,casia:225,0,0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.7302925857530297,0.8571428571428571
69,1,casia:411,1,1,0.375,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.3533883286172766,0.8571428571428571
