sample_index,membership_label,user_id,true_label,base_prediction,label_stability_score,sampling_attack_score,transfer_attack_score,boundary_attack_score,dhattack_style_score,dhattack_style_raw_score
0,1,casia:470,1,1,0.625,0.7142857142857143,0.42857142857142855,0.42857142857142855,-1.6238128264963925,0.2857142857142857
1,1,casia:162,0,0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.4615858468594381,0.8571428571428571
2,1,casia:064,0,0,1.0,1.0,1.0,1.0,-0.09231710334151043,0.7142857142857143
3,1,casia:443,1,1,0.375,0.8571428571428571,0.8571428571428571,0.5714285714285714,-0.3227137775197397,0.5714285714285714
4,1,casia:091,0,0,1.0,1.0,1.0,1.0,1.015488797060387,1.0
5,1,casia:230,0,0,1.0,1.0,1.0,1.0,-0.6462200535424594,0.5714285714285714
6,1,casia:025,0,0,1.0,1.0,1.0,1.0,1.015488797060387,1.0
7,1,casia:437,1,1,0.75,0.5714285714285714,0.42857142857142855,1.0,0.3278357469685869,0.7142857142857143
8,1,casia:486,1,1,0.375,0.5714285714285714,0.5714285714285714,0.5714285714285714,-0.3227137775197397,0.5714285714285714
9,1,casia:160,0,0,0.875,1.0,0.14285714285714285,0.14285714285714285,-2.3079289041453057,0.14285714285714285
10,1,casia:063,0,0,0.875,1.0,0.8571428571428571,0.8571428571428571,1.015488797060387,1.0
11,1,casia:255,1,1,0.125,0.7142857142857143,0.2857142857142857,0.2857142857142857,-0.3227137775197397,0.5714285714285714
12,1,casia:046,0,0,1.0,1.0,1.0,1.0,0.4615858468594381,0.8571428571428571
13,1,casia:077,0,0,1.0,1.0,0.8571428571428571,0.8571428571428571,-0.09231710334151043,0.7142857142857143
14,1,casia:157,0,0,1.0,1.0,0.42857142857142855,0.42857142857142855,-0.09231710334151043,0.7142857142857143
15,1,casia:329,1,1,1.0,1.0,1.0,1.0,0.3278357469685869,0.7142857142857143
16,1,casia:065,0,0,1.0,1.0,0.8571428571428571,0.8571428571428571,-1.200123003743408,0.42857142857142855
