sample_index,membership_label,user_id,true_label,base_prediction,label_stability_score,sampling_attack_score,transfer_attack_score,boundary_attack_score,dhattack_style_score,dhattack_style_raw_score
0,1,train:5035,0,0,0.375,0.7142857142857143,0.2857142857142857,1.0,0.07437252828164366,0.5714285714285714
1,1,train:9366,1,1,1.0,1.0,0.8571428571428571,0.8571428571428571,1.2035590098691449,0.8571428571428571
2,1,train:5809,1,1,1.0,1.0,0.8571428571428571,0.8571428571428571,1.2035590098691449,0.8571428571428571
3,1,train:9816,0,0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.07437252828164366,0.5714285714285714
4,1,train:3570,1,1,0.75,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.5991242703152015,0.7142857142857143
5,1,train:4691,1,1,0.25,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5991242703152015,0.7142857142857143
6,1,train:9017,0,0,1.0,1.0,1.0,1.0,1.832318908449225,1.0
7,1,train:1266,0,0,0.75,1.0,0.14285714285714285,0.14285714285714285,1.2463367817266977,0.8571428571428571
8,1,train:5537,0,0,0.75,1.0,0.2857142857142857,0.2857142857142857,-1.6835738518859376,0.14285714285714285
9,1,train:7860,0,0,1.0,1.0,0.5714285714285714,0.5714285714285714,1.2463367817266977,0.8571428571428571
10,1,train:4915,0,1,0.25,0.14285714285714285,0.42857142857142855,0.42857142857142855,-1.8186146879005727,0.14285714285714285
11,1,train:262,1,1,1.0,1.0,1.0,1.0,0.5991242703152015,0.7142857142857143
12,1,train:5366,0,0,0.375,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.6603546550041709,0.7142857142857143
13,1,train:10072,0,0,1.0,1.0,0.5714285714285714,0.5714285714285714,0.6603546550041709,0.7142857142857143
14,1,train:9773,1,1,1.0,1.0,1.0,1.0,1.2035590098691449,0.8571428571428571
15,1,train:648,0,0,0.875,1.0,0.8571428571428571,0.8571428571428571,0.07437252828164366,0.5714285714285714
16,1,train:6438,0,0,1.0,1.0,0.8571428571428571,0.8571428571428571,-0.5116095984408834,0.42857142857142855
17,1,train:7877,1,1,0.875,0.7142857142857143,0.2857142857142857,0.2857142857142857,-0.6097452087926857,0.42857142857142855
18,1,train:8359,0,0,1.0,1.0,1.0,1.0,1.2463367817266977,0.8571428571428571
19,1,train:5193,1,1,1.0,0.42857142857142855,0.7142857142857143,0.7142857142857143,1.2035590098691449,0.8571428571428571
20,1,train:1788,0,0,1.0,1.0,1.0,1.0,1.832318908449225,1.0
21,1,train:2706,0,0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.07437252828164366,0.5714285714285714
22,1,train:4514,1,1,1.0,1.0,0.8571428571428571,0.8571428571428571,0.5991242703152015,0.7142857142857143
23,1,train:2204,1,1,0.875,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.5991242703152015,0.7142857142857143
24,1,train:6845,1,0,0.75,0.5714285714285714,0.14285714285714285,0.42857142857142855,-1.6835738518859376,0.14285714285714285
25,1,train:308,1,1,1.0,1.0,0.5714285714285714,0.5714285714285714,-0.6097452087926857,0.42857142857142855
26,1,train:6845,0,0,1.0,1.0,1.0,1.0,0.07437252828164366,0.5714285714285714
27,1,train:3539,1,1,0.75,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.5991242703152015,0.7142857142857143
28,1,train:7170,0,0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.6603546550041709,0.7142857142857143
29,1,train:3089,1,1,0.25,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.2035590098691449,0.8571428571428571
30,1,train:418,0,0,1.0,1.0,1.0,1.0,0.07437252828164366,0.5714285714285714
31,1,train:1033,1,1,0.875,1.0,0.7142857142857143,0.7142857142857143,-0.6097452087926857,0.42857142857142855
32,1,train:2437,1,1,0.75,0.7142857142857143,1.0,1.0,-0.005310469238742151,0.5714285714285714
33,1,train:5035,1,1,0.75,0.8571428571428571,0.5714285714285714,0.7142857142857143,-0.6097452087926857,0.42857142857142855
34,1,train:9366,0,0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.6603546550041709,0.7142857142857143
35,1,train:1884,1,0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.832318908449225,1.0
36,1,train:999,1,1,1.0,1.0,0.8571428571428571,0.8571428571428571,-0.6097452087926857,0.42857142857142855
37,1,train:6415,1,0,1.0,1.0,0.5714285714285714,0.5714285714285714,-1.0975917251634104,0.2857142857142857
38,1,train:5833,0,0,0.75,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.07437252828164366,0.5714285714285714
39,1,train:4691,0,0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.6603546550041709,0.7142857142857143
40,1,train:3562,1,1,1.0,1.0,0.5714285714285714,0.5714285714285714,-0.6097452087926857,0.42857142857142855
41,1,train:6212,0,0,1.0,1.0,1.0,1.0,0.6603546550041709,0.7142857142857143
42,1,train:3461,0,0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.2463367817266977,0.8571428571428571
43,1,train:9994,0,0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.6603546550041709,0.7142857142857143
44,1,train:2706,0,0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.832318908449225,1.0
45,1,train:9994,0,1,0.75,0.2857142857142857,0.42857142857142855,0.42857142857142855,-0.6097452087926857,0.42857142857142855
46,1,train:708,1,1,0.5,0.2857142857142857,0.42857142857142855,0.42857142857142855,-0.005310469238742151,0.5714285714285714
47,1,train:3461,1,1,0.625,0.42857142857142855,0.2857142857142857,0.2857142857142857,1.2035590098691449,0.8571428571428571
48,1,train:1727,0,0,0.625,1.0,0.2857142857142857,0.2857142857142857,0.07437252828164366,0.5714285714285714
49,1,train:5534,1,1,0.375,0.5714285714285714,0.14285714285714285,0.14285714285714285,1.2035590098691449,0.8571428571428571
50,1,train:7612,1,1,0.5,1.0,0.2857142857142857,0.2857142857142857,-1.2141799483466291,0.2857142857142857
51,1,train:709,0,0,1.0,1.0,0.7142857142857143,0.8571428571428571,1.2463367817266977,0.8571428571428571
52,1,train:2970,1,0,1.0,1.0,1.0,1.0,0.07437252828164366,0.5714285714285714
53,1,train:8359,0,0,1.0,1.0,1.0,1.0,0.6603546550041709,0.7142857142857143
54,1,test:2463,0,0,1.0,1.0,0.5714285714285714,0.5714285714285714,0.07437252828164366,0.5714285714285714
55,1,train:8116,0,0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.2463367817266977,0.8571428571428571
56,1,train:9773,1,1,0.375,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.5991242703152015,0.7142857142857143
57,1,train:9104,1,1,0.5,0.2857142857142857,0.5714285714285714,0.5714285714285714,-0.005310469238742151,0.5714285714285714
58,1,train:9397,0,0,1.0,1.0,0.5714285714285714,0.5714285714285714,1.2463367817266977,0.8571428571428571
59,1,train:868,1,1,0.625,0.2857142857142857,0.5714285714285714,0.5714285714285714,-1.2141799483466291,0.2857142857142857
60,1,train:6845,1,0,1.0,1.0,1.0,1.0,1.832318908449225,1.0
61,1,train:5809,1,1,1.0,1.0,0.7142857142857143,0.7142857142857143,0.5991242703152015,0.7142857142857143
62,1,train:5343,1,1,0.125,0.2857142857142857,0.2857142857142857,0.2857142857142857,-1.2141799483466291,0.2857142857142857
63,1,train:3461,1,1,0.875,1.0,1.0,0.5714285714285714,1.2035590098691449,0.8571428571428571
0,0,train:5877,1,0,0.5,1.0,0.14285714285714285,0.14285714285714285,-1.6835738518859376,0.14285714285714285
1,0,train:418,0,0,1.0,1.0,0.8571428571428571,1.0,1.2463367817266977,0.8571428571428571
