sample_index,membership_label,user_id,true_label,base_prediction,label_stability_score,sampling_attack_score,transfer_attack_score,boundary_attack_score,dhattack_style_score,dhattack_style_raw_score
0,1,casia:478,1,1,0.0625,0.26666666666666666,0.3333333333333333,0.3333333333333333,-0.19257981796405868,0.4666666666666667
1,1,casia:041,0,0,1.0,1.0,0.4666666666666667,0.4666666666666667,-2.3389597976728442,0.06666666666666667
2,1,casia:138,0,0,0.1875,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.3676870974193494,0.8666666666666667
3,1,casia:384,1,1,1.0,1.0,0.5333333333333333,0.5333333333333333,1.5925476192308083,0.8
4,1,casia:157,0,0,1.0,1.0,0.4666666666666667,0.4666666666666667,-0.08342071842934976,0.7333333333333333
5,1,casia:259,1,1,0.1875,0.4666666666666667,0.5333333333333333,0.5333333333333333,-0.549605305403032,0.4
6,1,casia:122,0,0,0.875,1.0,0.6666666666666666,0.6666666666666666,0.8187949132680482,1.0
7,1,casia:195,0,0,1.0,1.0,0.26666666666666666,0.26666666666666666,-1.8878519818241453,0.2
8,1,casia:475,1,1,0.875,0.8,0.8,0.8,0.8784966443528612,0.6666666666666666
9,1,casia:414,1,1,0.6875,0.8666666666666667,0.8666666666666667,0.8666666666666667,-0.549605305403032,0.4
10,1,casia:090,0,0,1.0,1.0,0.7333333333333333,0.8,0.3676870974193494,0.8666666666666667
11,1,casia:163,0,0,1.0,1.0,0.8666666666666667,0.8666666666666667,0.3676870974193494,0.8666666666666667
12,1,casia:093,0,0,1.0,1.0,0.8666666666666667,0.8666666666666667,0.3676870974193494,0.8666666666666667
13,1,casia:045,0,0,1.0,1.0,1.0,1.0,0.5932410053436988,0.9333333333333333
14,1,casia:352,1,1,1.0,1.0,0.7333333333333333,0.7333333333333333,0.5214711569138879,0.6
15,1,casia:305,1,1,0.3125,0.4,0.7333333333333333,0.7333333333333333,-0.549605305403032,0.4
16,1,casia:421,1,1,0.3125,0.7333333333333333,0.4,0.4,0.8784966443528612,0.6666666666666666
17,1,casia:298,1,0,1.0,1.0,0.2,1.0,0.5932410053436988,0.9333333333333333
18,1,casia:072,0,1,0.125,0.26666666666666666,0.5333333333333333,0.5333333333333333,-0.549605305403032,0.4
19,1,casia:310,1,1,0.0625,0.26666666666666666,1.0,1.0,-0.9066307928420055,0.3333333333333333
20,1,casia:452,1,1,0.0625,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.16444566947491462,0.5333333333333333
21,1,casia:243,0,1,0.0625,0.26666666666666666,0.2,0.2,0.8784966443528612,0.6666666666666666
22,1,casia:186,0,0,1.0,1.0,0.26666666666666666,0.26666666666666666,-0.9856363501267473,0.4666666666666667
23,1,casia:192,0,0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.8187949132680482,1.0
24,1,casia:194,0,0,1.0,1.0,0.6,0.9333333333333333,0.5932410053436988,0.9333333333333333
25,1,casia:308,1,1,0.6875,0.6,0.6,0.6,0.8784966443528612,0.6666666666666666
26,1,casia:457,1,1,0.375,0.4666666666666667,0.8,0.8,-1.263656280280979,0.26666666666666666
27,1,casia:147,0,0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8187949132680482,1.0
28,1,casia:109,0,0,1.0,1.0,0.7333333333333333,0.7333333333333333,-0.760082442202398,0.5333333333333333
29,1,casia:272,1,1,0.375,0.8,0.4,0.4,0.8784966443528612,0.6666666666666666
30,1,casia:451,1,1,0.5625,0.4666666666666667,0.9333333333333333,0.9333333333333333,1.2355221317918346,0.7333333333333333
