sample_index,membership_label,user_id,true_label,base_prediction,label_stability_score,sampling_attack_score,transfer_attack_score,boundary_attack_score,dhattack_style_score,dhattack_style_raw_score
0,1,casia:452,1,1,0.8671875,0.7952755905511811,0.9291338582677166,0.9291338582677166,0.14306558094256436,0.49606299212598426
1,1,casia:462,1,1,0.84375,0.7795275590551181,0.2125984251968504,0.2125984251968504,0.8767246141165681,0.6377952755905512
2,1,casia:480,1,1,0.0859375,0.25196850393700787,0.13385826771653545,0.13385826771653545,-1.201975979876443,0.23622047244094488
3,1,casia:455,1,1,0.5390625,0.2677165354330709,0.9212598425196851,0.9212598425196851,-0.30528160599710474,0.4094488188976378
4,1,casia:251,1,1,0.953125,0.7559055118110236,0.9448818897637795,0.9448818897637795,-1.0796994743474424,0.25984251968503935
5,1,casia:350,1,1,0.8828125,0.8976377952755905,0.5748031496062992,0.5748031496062992,-0.8759052984657744,0.2992125984251969
6,1,casia:055,0,0,1.0,1.0,0.29133858267716534,0.29133858267716534,0.7938192711093321,0.968503937007874
7,1,casia:201,0,0,1.0,1.0,0.9921259842519685,0.9921259842519685,-1.587638417306238,0.3779527559055118
8,1,casia:402,1,1,0.4765625,0.25196850393700787,0.6141732283464567,0.6141732283464567,-1.8948761778741134,0.10236220472440945
9,1,casia:372,1,1,0.609375,0.25196850393700787,0.9133858267716536,0.9133858267716536,0.10230674576623089,0.4881889763779528
10,1,casia:354,1,1,0.3359375,0.25196850393700787,0.8110236220472441,0.8110236220472441,-0.7536287929367739,0.3228346456692913
11,1,casia:141,0,0,1.0,1.0,0.6456692913385826,0.6456692913385826,0.7620665019304579,0.9606299212598425
12,1,casia:079,0,0,1.0,1.0,0.8188976377952756,0.8188976377952756,0.06350557999522433,0.7874015748031497
13,1,casia:318,1,1,0.6484375,0.4409448818897638,0.984251968503937,0.984251968503937,0.3468597568242323,0.5354330708661418
14,1,casia:165,0,0,0.96875,0.8661417322834646,0.23622047244094488,0.23622047244094488,0.6350554252149611,0.9291338582677166
15,1,casia:041,0,0,1.0,1.0,0.3228346456692913,0.3228346456692913,0.6668081943938353,0.937007874015748
16,1,casia:009,0,0,1.0,1.0,0.889763779527559,0.889763779527559,0.6350554252149611,0.9291338582677166
17,1,casia:063,0,0,1.0,1.0,0.9448818897637795,0.9448818897637795,0.3492805026050927,0.8582677165354331
18,1,casia:012,0,0,1.0,1.0,0.8346456692913385,0.8346456692913385,0.7938192711093321,0.968503937007874
19,1,casia:010,0,0,1.0,1.0,0.984251968503937,0.984251968503937,0.8255720402882067,0.9763779527559056
20,1,casia:081,0,0,1.0,1.0,0.889763779527559,0.889763779527559,0.4445388101417153,0.8818897637795275
21,1,casia:419,1,1,0.703125,0.7086614173228346,0.9133858267716536,0.9133858267716536,0.22458325129523132,0.5118110236220472
22,1,casia:029,0,0,1.0,1.0,0.7086614173228346,0.7086614173228346,0.4445388101417153,0.8818897637795275
23,1,casia:186,0,0,1.0,1.0,0.5354330708661418,0.5354330708661418,-1.5241328789484891,0.3937007874015748
24,1,casia:158,0,0,0.828125,0.7559055118110236,0.29133858267716534,0.29133858267716534,0.7938192711093321,0.968503937007874
25,1,casia:312,1,1,0.609375,0.7637795275590551,0.8110236220472441,0.8110236220472441,0.8767246141165681,0.6377952755905512
26,1,casia:056,0,0,1.0,1.0,0.889763779527559,0.889763779527559,0.7303137327515837,0.952755905511811
27,1,casia:330,1,1,0.9921875,0.7795275590551181,0.9448818897637795,0.9448818897637795,1.2027952955272365,0.7007874015748031
28,1,casia:128,0,0,1.0,1.0,0.6771653543307087,0.6771653543307087,-0.444538726866764,0.6614173228346457
29,1,casia:131,0,0,1.0,1.0,0.8188976377952756,0.8188976377952756,-0.8890774953710039,0.5511811023622047
30,1,casia:006,0,0,0.9921875,1.0,0.11023622047244094,0.11023622047244094,-2.063929954989352,0.25984251968503935
31,1,casia:128,0,0,0.890625,0.5826771653543307,0.25984251968503935,0.25984251968503935,-2.889501953640083,0.05511811023622047
32,1,casia:149,0,0,1.0,1.0,0.8346456692913385,0.8346456692913385,0.6033026560360869,0.9212598425196851
33,1,casia:457,1,1,0.8671875,0.8031496062992126,0.33858267716535434,0.33858267716535434,-0.22376393564443753,0.4251968503937008
34,1,casia:295,1,1,0.6015625,0.29133858267716534,0.30708661417322836,0.30708661417322836,-0.9981818039947751,0.2755905511811024
35,1,casia:100,0,0,1.0,1.0,0.7244094488188977,0.7244094488188977,0.4127860409628411,0.8740157480314961
36,1,casia:073,0,0,0.9921875,0.5433070866141733,0.6456692913385826,0.6456692913385826,-2.0321771858104776,0.2677165354330709
37,1,casia:098,0,0,1.0,1.0,0.8582677165354331,0.8582677165354331,0.7620665019304579,0.9606299212598425
