sample_index,membership_label,user_id,true_label,base_prediction,label_stability_score,sampling_attack_score,transfer_attack_score,boundary_attack_score,dhattack_style_score,dhattack_style_raw_score
0,1,casia:096,0,0,0.90625,1.0,0.3225806451612903,0.3225806451612903,0.8138784106713055,0.9032258064516129
1,1,casia:499,1,1,0.9375,0.2903225806451613,0.967741935483871,0.967741935483871,1.0837279133805544,0.7419354838709677
2,1,casia:293,1,0,1.0,1.0,0.4838709677419355,0.4838709677419355,0.5318143666154117,0.8387096774193549
3,1,casia:119,0,0,1.0,1.0,0.3225806451612903,0.3225806451612903,0.39078234458746436,0.8064516129032258
4,1,casia:453,1,1,0.78125,0.6451612903225806,0.6451612903225806,0.6451612903225806,0.07470230740292436,0.5483870967741935
5,1,casia:138,0,0,1.0,1.0,0.7096774193548387,0.7096774193548387,0.39078234458746436,0.8064516129032258
6,1,casia:071,0,0,1.0,1.0,0.7741935483870968,0.7741935483870968,-0.31437776555227065,0.6451612903225806
7,1,casia:102,0,0,1.0,1.0,0.7741935483870968,1.0,0.6728463886433587,0.8709677419354839
8,1,casia:079,0,0,1.0,1.0,0.7741935483870968,0.7741935483870968,0.24975032255951746,0.7741935483870968
9,1,casia:022,0,0,1.0,1.0,0.9354838709677419,0.9354838709677419,0.6728463886433587,0.8709677419354839
10,1,casia:190,0,0,1.0,1.0,0.7419354838709677,0.9354838709677419,0.10871830053157056,0.7419354838709677
11,1,casia:357,1,1,0.875,1.0,0.2903225806451613,0.9354838709677419,-0.5979814299154952,0.41935483870967744
12,1,casia:081,0,0,1.0,1.0,0.8709677419354839,0.8709677419354839,0.39078234458746436,0.8064516129032258
13,1,casia:135,0,0,1.0,1.0,0.7741935483870968,0.7741935483870968,-0.5964418096081644,0.5806451612903226
14,1,casia:255,1,0,1.0,1.0,0.25806451612903225,0.25806451612903225,-0.31437776555227065,0.6451612903225806
15,1,casia:047,0,0,1.0,1.0,0.5806451612903226,0.5806451612903226,0.8138784106713055,0.9032258064516129
16,1,casia:070,0,0,1.0,1.0,0.6129032258064516,0.6129032258064516,-0.17334574352432372,0.6774193548387096
17,1,casia:344,1,1,0.90625,1.0,0.45161290322580644,0.45161290322580644,1.7564116506989742,0.8709677419354839
18,1,casia:019,0,0,1.0,1.0,0.5483870967741935,0.5483870967741935,0.6728463886433587,0.8709677419354839
19,1,casia:282,1,1,0.03125,0.06451612903225806,0.22580645161290322,0.22580645161290322,-1.1024942329043101,0.3225806451612903
20,1,casia:206,0,0,0.78125,0.3548387096774194,0.6774193548387096,0.6774193548387096,0.6728463886433587,0.8709677419354839
21,1,casia:041,0,1,0.125,0.3225806451612903,0.9032258064516129,0.9032258064516129,1.5882407163693695,0.8387096774193549
22,1,casia:399,1,1,0.84375,0.25806451612903225,0.5483870967741935,0.5483870967741935,1.2518988477101591,0.7741935483870968
23,1,casia:457,1,1,0.34375,0.3870967741935484,0.7741935483870968,0.7741935483870968,-0.09346862692668047,0.5161290322580645
24,1,casia:312,1,1,0.84375,1.0,0.6774193548387096,1.0,-1.43883610156352,0.25806451612903225
25,1,casia:289,1,1,1.0,1.0,0.6774193548387096,0.6774193548387096,1.2518988477101591,0.7741935483870968
