sample_index,membership_label,user_id,true_label,base_prediction,label_stability_score,sampling_attack_score,transfer_attack_score,boundary_attack_score,dhattack_style_score,dhattack_style_raw_score
0,1,train:5035,0,0,0.28125,0.45161290322580644,0.1935483870967742,0.1935483870967742,0.12362999269813947,0.5161290322580645
1,1,train:9366,1,1,1.0,1.0,0.8709677419354839,0.8709677419354839,0.972332189571705,0.7419354838709677
2,1,train:5809,1,1,1.0,1.0,0.8709677419354839,0.8709677419354839,1.2379283323041244,0.8064516129032258
3,1,train:9816,0,0,1.0,1.0,0.8709677419354839,0.8709677419354839,0.12362999269813947,0.5161290322580645
4,1,train:3570,1,1,0.9375,0.3225806451612903,0.3548387096774194,0.3548387096774194,0.8395341182054953,0.7096774193548387
5,1,train:4691,1,1,0.15625,0.25806451612903225,0.25806451612903225,0.25806451612903225,-1.2852350236538612,0.1935483870967742
6,1,train:9017,0,0,1.0,1.0,1.0,1.0,1.9798427678896091,0.967741935483871
7,1,train:1266,0,0,0.8125,0.7096774193548387,0.16129032258064516,0.16129032258064516,1.1843230070932649,0.7741935483870968
8,1,train:5537,0,0,0.78125,0.5161290322580645,0.1935483870967742,0.1935483870967742,-1.599996155693939,0.0967741935483871
9,1,train:7860,0,0,1.0,1.0,0.5806451612903226,0.5806451612903226,1.0517363802938742,0.7419354838709677
10,1,train:4915,0,1,0.3125,0.22580645161290322,0.3225806451612903,0.3225806451612903,-1.8164273091187002,0.06451612903225806
11,1,train:262,1,1,1.0,1.0,0.967741935483871,0.967741935483871,0.8395341182054953,0.7096774193548387
12,1,train:5366,0,0,0.34375,0.7096774193548387,0.16129032258064516,0.16129032258064516,0.9191497534944837,0.7096774193548387
13,1,train:10072,0,0,1.0,1.0,0.5806451612903226,0.5806451612903226,0.5213898730963116,0.6129032258064516
14,1,train:9773,1,1,1.0,1.0,0.9354838709677419,0.9354838709677419,1.1051302609379146,0.7741935483870968
15,1,train:648,0,0,0.75,1.0,0.8709677419354839,0.8709677419354839,-0.008956634101251092,0.4838709677419355
16,1,train:6438,0,0,1.0,1.0,0.8387096774193549,0.8387096774193549,-0.27412988770003244,0.41935483870967744
17,1,train:7877,1,1,0.59375,0.45161290322580644,0.25806451612903225,0.25806451612903225,-0.7540427381890221,0.3225806451612903
18,1,train:8359,0,0,0.96875,1.0,0.9032258064516129,0.9032258064516129,1.0517363802938742,0.7419354838709677
19,1,train:5193,1,1,0.9375,0.7741935483870968,0.7096774193548387,0.7096774193548387,1.1051302609379146,0.7741935483870968
20,1,train:1788,0,0,1.0,1.0,0.9032258064516129,0.9032258064516129,1.582082887491437,0.8709677419354839
21,1,train:2706,0,0,0.96875,1.0,0.7096774193548387,0.7096774193548387,-0.14154326090064187,0.45161290322580644
22,1,train:4514,1,1,1.0,1.0,0.8064516129032258,0.8064516129032258,0.7067360468392851,0.6774193548387096
23,1,train:2204,1,1,0.90625,0.7096774193548387,0.6774193548387096,0.6774193548387096,0.8395341182054953,0.7096774193548387
24,1,train:6845,1,0,0.5,0.5161290322580645,0.06451612903225806,0.41935483870967744,-1.599996155693939,0.0967741935483871
25,1,train:308,1,1,0.84375,0.25806451612903225,0.5161290322580645,0.5161290322580645,-0.6212446668228122,0.3548387096774194
26,1,train:6845,0,0,1.0,1.0,0.9032258064516129,0.9032258064516129,0.12362999269813947,0.5161290322580645
