sample_index,membership_label,user_id,true_label,base_prediction,label_stability_score,sampling_attack_score,transfer_attack_score,boundary_attack_score,dhattack_style_score,dhattack_style_raw_score
0,1,casia:452,1,1,0.875,0.8,0.9333333333333333,0.9333333333333333,0.17756569561925425,0.5333333333333333
1,1,casia:462,1,1,0.9375,1.0,0.26666666666666666,0.26666666666666666,0.8648048099964841,0.6666666666666666
2,1,casia:480,1,1,0.125,0.26666666666666666,0.13333333333333333,0.13333333333333333,-1.1969125331352057,0.26666666666666666
3,1,casia:455,1,1,0.5,0.5333333333333333,0.9333333333333333,0.9333333333333333,-0.1660538615693607,0.4666666666666667
4,1,casia:251,1,1,1.0,1.0,1.0,1.0,-1.1969125331352057,0.26666666666666666
5,1,casia:350,1,1,0.8125,0.8666666666666667,0.6,0.6,-0.8532929759465908,0.3333333333333333
6,1,casia:055,0,0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.7958821941577626,1.0
7,1,casia:201,0,0,1.0,1.0,1.0,1.0,-1.6652067856890946,0.4
8,1,casia:402,1,1,0.5625,0.26666666666666666,0.6666666666666666,0.6666666666666666,-1.884151647512436,0.13333333333333333
9,1,casia:372,1,1,0.6875,0.4666666666666667,0.9333333333333333,0.9333333333333333,0.17756569561925425,0.5333333333333333
10,1,casia:354,1,1,0.4375,0.26666666666666666,0.8666666666666667,0.8666666666666667,-0.8532929759465908,0.3333333333333333
11,1,casia:141,0,0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.7958821941577626,1.0
12,1,casia:079,0,0,1.0,1.0,0.8666666666666667,0.8666666666666667,-0.024480799124522987,0.8
13,1,casia:318,1,1,0.625,0.4,1.0,1.0,0.17756569561925425,0.5333333333333333
14,1,casia:165,0,0,1.0,1.0,0.26666666666666666,0.26666666666666666,0.5224278630636674,0.9333333333333333
15,1,casia:041,0,0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.7958821941577626,1.0
16,1,casia:009,0,0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.5224278630636674,0.9333333333333333
17,1,casia:063,0,0,1.0,1.0,1.0,1.0,0.24897353196957223,0.8666666666666667
18,1,casia:012,0,0,1.0,1.0,0.8666666666666667,0.8666666666666667,0.7958821941577626,1.0
19,1,casia:010,0,0,1.0,1.0,1.0,1.0,0.7958821941577626,1.0
20,1,casia:081,0,0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.5224278630636674,0.9333333333333333
21,1,casia:419,1,1,0.5625,0.8,0.9333333333333333,0.9333333333333333,0.17756569561925425,0.5333333333333333
22,1,casia:029,0,0,1.0,1.0,0.7333333333333333,0.7333333333333333,0.5224278630636674,0.9333333333333333
23,1,casia:186,0,0,1.0,1.0,0.5333333333333333,0.5333333333333333,-1.6652067856890946,0.4
24,1,casia:158,0,0,0.9375,1.0,0.3333333333333333,0.3333333333333333,0.7958821941577626,1.0
25,1,casia:312,1,1,0.75,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.8648048099964841,0.6666666666666666
26,1,casia:056,0,0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.7958821941577626,1.0
27,1,casia:330,1,1,1.0,1.0,1.0,1.0,1.2084243671850992,0.7333333333333333
28,1,casia:128,0,0,1.0,1.0,0.7333333333333333,0.7333333333333333,-0.5713894613127138,0.6666666666666666
29,1,casia:131,0,0,1.0,1.0,0.8666666666666667,0.8666666666666667,-0.8448437924068091,0.6
30,1,casia:006,0,0,0.9375,1.0,0.13333333333333333,0.13333333333333333,-2.2121154478772858,0.26666666666666666
31,1,casia:128,0,0,0.875,0.8666666666666667,0.26666666666666666,0.26666666666666666,-3.0324784411595713,0.06666666666666667
32,1,casia:149,0,0,1.0,1.0,0.8666666666666667,0.8666666666666667,0.5224278630636674,0.9333333333333333
33,1,casia:457,1,1,0.875,1.0,0.3333333333333333,0.3333333333333333,-0.1660538615693607,0.4666666666666667
