sample_index,membership_label,user_id,true_label,base_prediction,label_stability_score,sampling_attack_score,transfer_attack_score,boundary_attack_score,dhattack_style_score,dhattack_style_raw_score
0,1,test:2775,1,1,1.0,1.0,0.6,0.6,0.7399167166911212,0.9333333333333333
1,1,train:9994,0,0,0.625,0.26666666666666666,0.4666666666666667,0.4666666666666667,0.8787409121396225,0.5333333333333333
2,1,train:6673,0,0,1.0,1.0,0.8666666666666667,0.8666666666666667,0.8787409121396225,0.5333333333333333
3,1,train:2753,1,1,0.8125,1.0,0.9333333333333333,0.9333333333333333,0.4855535244201823,0.8666666666666667
4,1,train:5035,0,1,1.0,1.0,0.6666666666666666,0.6666666666666666,0.23119033214924328,0.8
5,1,train:1660,1,1,1.0,0.8666666666666667,0.5333333333333333,0.5333333333333333,-0.5318992446635742,0.6
6,1,train:7860,0,1,1.0,1.0,1.0,1.0,0.7399167166911212,0.9333333333333333
7,1,train:7938,0,1,1.0,1.0,0.6666666666666666,0.6666666666666666,0.4855535244201823,0.8666666666666667
8,1,train:8462,1,1,0.3125,0.3333333333333333,0.8666666666666667,0.8666666666666667,-2.5668047828310865,0.06666666666666667
9,1,train:8576,1,1,0.6875,0.8,0.8,0.8,0.4855535244201823,0.8666666666666667
10,1,train:8337,0,0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.2572672762163013,0.6
11,1,train:4915,0,0,0.8125,1.0,0.2,0.2,-1.392417272320451,0.13333333333333333
12,1,test:2463,0,0,1.0,1.0,0.6,0.6,0.12168818398626478,0.4
13,1,train:529,0,0,1.0,1.0,0.5333333333333333,0.5333333333333333,0.8787409121396225,0.5333333333333333
14,1,train:5534,1,1,0.875,0.4,0.7333333333333333,0.26666666666666666,0.4855535244201823,0.8666666666666667
15,1,test:2463,1,1,1.0,1.0,0.6,0.6,0.7399167166911212,0.9333333333333333
16,1,train:8057,1,1,0.875,1.0,1.0,0.4666666666666667,0.4855535244201823,0.8666666666666667
17,1,train:8718,1,1,0.1875,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7399167166911212,0.9333333333333333
18,1,train:709,1,1,1.0,1.0,0.5333333333333333,0.5333333333333333,0.4855535244201823,0.8666666666666667
19,1,train:1999,1,1,0.5625,0.4666666666666667,0.8,0.8,0.7399167166911212,0.9333333333333333
20,1,test:6949,1,1,1.0,1.0,0.5333333333333333,0.5333333333333333,-0.02317286012169614,0.7333333333333333
21,1,train:6845,0,0,1.0,1.0,0.2,0.2,-1.013890908243772,0.2
