sample_index,membership_label,user_id,true_label,base_prediction,label_stability_score,sampling_attack_score,transfer_attack_score,boundary_attack_score,dhattack_style_score,dhattack_style_raw_score
0,1,train:3539,0,0,0.78125,0.31746031746031744,1.0,0.6507936507936508,0.35490692532137164,0.42857142857142855
1,1,train:5167,0,1,1.0,1.0,0.4603174603174603,0.4603174603174603,0.4213871243663261,0.6190476190476191
2,1,train:5282,0,0,0.703125,0.30158730158730157,0.5079365079365079,0.5079365079365079,-0.12046766751038376,0.3492063492063492
3,1,train:4915,1,1,1.0,1.0,0.3968253968253968,0.3968253968253968,0.4213871243663261,0.6190476190476191
4,1,train:5300,1,1,1.0,1.0,0.2222222222222222,0.3333333333333333,0.3048042688760303,0.5873015873015873
5,1,train:4929,1,1,0.78125,0.9047619047619048,0.7619047619047619,0.7619047619047619,-0.33640143632059666,0.4126984126984127
6,1,train:308,1,0,0.96875,0.9682539682539683,0.2857142857142857,0.2857142857142857,-1.1662917717402457,0.1746031746031746
7,1,train:2437,1,1,1.0,1.0,0.42857142857142855,0.42857142857142855,0.7711356908372134,0.7142857142857143
8,1,train:909,1,1,0.984375,1.0,0.14285714285714285,0.14285714285714285,-0.27811000857544876,0.42857142857142855
9,1,train:1727,1,0,0.265625,0.31746031746031744,0.6666666666666666,0.6666666666666666,-1.7367412831383522,0.07936507936507936
10,1,train:1660,1,1,1.0,1.0,0.6190476190476191,0.6190476190476191,-0.5695671473011882,0.3492063492063492
11,1,train:10072,1,0,0.796875,0.9365079365079365,0.9682539682539683,0.9682539682539683,0.35490692532137164,0.42857142857142855
12,1,train:9104,0,0,1.0,0.7619047619047619,0.4444444444444444,0.4444444444444444,0.830281518153127,0.5079365079365079
13,1,train:5282,0,0,1.0,1.0,0.4126984126984127,0.4126984126984127,0.35490692532137164,0.42857142857142855
14,1,train:5877,1,0,0.4375,0.2698412698412698,0.49206349206349204,0.49206349206349204,0.5450567624540739,0.4603174603174603
15,1,train:8857,0,0,1.0,1.0,1.0,0.6507936507936508,1.0204313552858293,0.5396825396825397
16,1,train:5193,1,1,1.0,1.0,0.47619047619047616,1.0,-0.27811000857544876,0.42857142857142855
17,1,train:2706,0,0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.4499818438877227,0.4444444444444444
18,1,train:1780,1,1,0.828125,0.8095238095238095,0.5555555555555556,0.2698412698412698,-0.161527153085153,0.4603174603174603
19,1,train:8762,1,1,1.0,1.0,0.8412698412698413,0.8412698412698413,1.2374671127983965,0.8412698412698413
20,1,train:2344,1,1,0.640625,0.42857142857142855,0.23809523809523808,0.5873015873015873,0.18822141338573453,0.5555555555555556
21,1,train:17,0,0,0.953125,0.8888888888888888,0.6349206349206349,0.6349206349206349,1.495805948117585,0.6190476190476191
22,1,train:7612,1,1,0.765625,0.2857142857142857,0.30158730158730157,0.4603174603174603,0.7128442630920653,0.6984126984126984
23,1,train:709,1,1,1.0,1.0,0.5396825396825397,0.12698412698412698,1.8203813902498753,1.0
24,1,train:2225,0,1,0.96875,0.4126984126984127,0.06349206349206349,0.31746031746031744,0.6545528353469177,0.6825396825396826
25,1,train:9397,0,0,0.65625,0.2857142857142857,1.0,0.3333333333333333,-0.5958422603421392,0.2698412698412698
26,1,train:3706,0,0,1.0,1.0,0.7777777777777778,0.7777777777777778,1.0204313552858293,0.5396825396825397
27,1,train:5430,1,1,0.953125,0.7777777777777778,0.7619047619047619,0.7619047619047619,-0.27811000857544876,0.42857142857142855
28,1,train:5555,1,1,0.96875,0.8571428571428571,0.4126984126984127,0.4126984126984127,1.8203813902498753,1.0
29,1,train:6476,0,0,1.0,1.0,0.6825396825396826,0.6825396825396826,-0.12046766751038376,0.3492063492063492
30,1,train:3562,1,1,0.65625,0.36507936507936506,0.2698412698412698,0.2698412698412698,-1.2690642802429628,0.15873015873015872
31,1,train:3230,0,0,0.15625,0.2698412698412698,0.2222222222222222,0.2222222222222222,-0.5958422603421392,0.2698412698412698
32,1,train:2494,0,0,0.09375,0.47619047619047616,1.0,0.5238095238095238,-1.0712168531738946,0.19047619047619047
33,1,train:4944,0,0,0.609375,0.25396825396825395,0.6984126984126984,0.6984126984126984,0.7352065995867759,0.49206349206349204
34,1,train:532,1,1,0.984375,1.0,0.9523809523809523,0.9523809523809523,-0.39469286406574455,0.3968253968253968
35,1,train:5537,1,1,0.5,0.25396825396825395,0.06349206349206349,0.06349206349206349,-1.210772852497815,0.1746031746031746
36,1,train:1660,1,1,1.0,1.0,0.47619047619047616,0.9841269841269841,0.8294271185823611,0.7301587301587301
37,1,train:525,1,1,1.0,1.0,0.42857142857142855,0.42857142857142855,1.0625928295629525,0.7936507936507936
38,1,train:5430,0,0,0.96875,1.0,0.31746031746031744,0.31746031746031744,0.1647570881886695,0.3968253968253968
39,1,train:3706,1,1,0.96875,1.0,0.6507936507936508,0.6507936507936508,0.8877185463275091,0.746031746031746
40,1,train:1780,1,0,0.125,0.15873015873015872,0.12698412698412698,0.12698412698412698,-1.9268911202710544,0.047619047619047616
41,1,train:4305,1,1,0.9375,1.0,0.7619047619047619,0.9841269841269841,-0.161527153085153,0.4603174603174603
42,1,train:418,0,0,0.171875,0.3492063492063492,0.2222222222222222,0.2222222222222222,0.35490692532137164,0.42857142857142855
43,1,train:5574,1,1,0.9375,0.2698412698412698,0.3492063492063492,0.3492063492063492,-1.0941899970075193,0.20634920634920634
44,1,train:8857,1,1,1.0,1.0,0.6984126984126984,0.6984126984126984,-0.161527153085153,0.4603174603174603
45,1,train:9017,0,0,0.90625,0.3333333333333333,0.9523809523809523,0.9523809523809523,0.7352065995867759,0.49206349206349204
46,1,train:2970,0,0,0.140625,0.3492063492063492,0.6190476190476191,0.6190476190476191,-0.6909171789084902,0.25396825396825395
47,1,train:5193,0,0,0.703125,0.7936507936507936,0.49206349206349204,0.49206349206349204,0.6401316810204248,0.47619047619047616
48,1,train:9017,0,0,0.890625,0.9206349206349206,0.6825396825396826,0.6825396825396826,1.495805948117585,0.6190476190476191
49,1,train:3089,1,1,0.640625,0.25396825396825395,0.031746031746031744,0.07936507936507936,-1.6771042744589981,0.047619047619047616
50,1,train:5815,0,0,0.90625,0.8412698412698413,0.873015873015873,0.873015873015873,0.0696821696223184,0.38095238095238093
51,1,train:6415,1,1,1.0,1.0,0.4444444444444444,0.38095238095238093,-0.2198185808303009,0.4444444444444444
52,1,train:359,1,1,0.984375,1.0,0.2698412698412698,0.1746031746031746,-1.6188128467138503,0.06349206349206349
