sample_index,membership_label,user_id,true_label,base_prediction,label_stability_score,sampling_attack_score,transfer_attack_score,boundary_attack_score,dhattack_style_score,dhattack_style_raw_score
0,1,casia:478,1,1,0.03125,0.3225806451612903,0.3225806451612903,0.3225806451612903,-0.004250323855288011,0.4838709677419355
1,1,casia:041,0,0,1.0,1.0,0.4838709677419355,0.4838709677419355,-2.255943869383492,0.06451612903225806
2,1,casia:138,0,0,0.25,0.3548387096774194,0.22580645161290322,0.22580645161290322,0.35450026193886414,0.8387096774193549
3,1,casia:384,1,1,0.96875,0.967741935483871,0.5161290322580645,0.5161290322580645,1.5641494207907867,0.7741935483870968
4,1,casia:157,0,0,1.0,1.0,0.4838709677419355,0.4838709677419355,-0.0805737599481952,0.7096774193548387
5,1,casia:259,1,1,0.15625,0.25806451612903225,0.5161290322580645,0.5161290322580645,-0.7013168770313213,0.3548387096774194
6,1,casia:122,0,0,0.9375,1.0,0.6451612903225806,0.6451612903225806,0.7895742838259235,0.967741935483871
7,1,casia:195,0,0,1.0,1.0,0.22580645161290322,0.22580645161290322,-1.8208698474964327,0.1935483870967742
8,1,casia:475,1,1,0.8125,0.7096774193548387,0.7741935483870968,0.7741935483870968,0.8670828676147534,0.6451612903225806
9,1,casia:414,1,1,0.71875,0.6451612903225806,0.8387096774193549,0.8387096774193549,-0.527050238737313,0.3870967741935484
10,1,casia:090,0,0,1.0,1.0,0.7096774193548387,0.7741935483870968,0.4632687674106289,0.8709677419354839
11,1,casia:163,0,0,1.0,1.0,0.8709677419354839,0.8709677419354839,0.35450026193886414,0.8387096774193549
12,1,casia:093,0,0,1.0,1.0,0.8709677419354839,0.8709677419354839,0.4632687674106289,0.8709677419354839
13,1,casia:045,0,0,1.0,1.0,1.0,1.0,0.5720372728823936,0.9032258064516129
14,1,casia:352,1,1,0.96875,1.0,0.7096774193548387,0.7096774193548387,0.518549591026737,0.5806451612903226
15,1,casia:305,1,1,0.3125,0.3225806451612903,0.7096774193548387,0.7096774193548387,-0.527050238737313,0.3870967741935484
16,1,casia:421,1,1,0.21875,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.8670828676147534,0.6451612903225806
17,1,casia:298,1,0,1.0,1.0,0.1935483870967742,1.0,0.5720372728823936,0.9032258064516129
18,1,casia:072,0,1,0.0625,0.16129032258064516,0.03225806451612903,0.03225806451612903,-0.7013168770313213,0.3548387096774194
19,1,casia:310,1,1,0.03125,0.25806451612903225,0.967741935483871,0.967741935483871,-0.8755835153253297,0.3225806451612903
20,1,casia:452,1,1,0.03125,0.3548387096774194,0.22580645161290322,0.22580645161290322,-0.004250323855288011,0.4838709677419355
21,1,casia:243,0,1,0.03125,0.25806451612903225,0.1935483870967742,0.1935483870967742,1.0413495059087616,0.6774193548387096
22,1,casia:186,0,0,1.0,1.0,0.25806451612903225,0.25806451612903225,-0.9507218037223141,0.45161290322580644
23,1,casia:192,0,0,1.0,1.0,0.3548387096774194,0.3548387096774194,0.7895742838259235,0.967741935483871
24,1,casia:194,0,0,1.0,1.0,0.5806451612903226,0.9354838709677419,0.6808057783541583,0.9354838709677419
25,1,casia:308,1,1,0.625,0.7741935483870968,0.5806451612903226,0.5806451612903226,1.0413495059087616,0.6774193548387096
26,1,casia:457,1,1,0.28125,0.25806451612903225,0.7741935483870968,0.7741935483870968,-1.2241167919133464,0.25806451612903225
27,1,casia:147,0,0,1.0,1.0,0.6451612903225806,0.6451612903225806,0.8983427892976883,1.0
28,1,casia:109,0,0,1.0,1.0,0.7419354838709677,0.7419354838709677,-0.7331847927787843,0.5161290322580645
29,1,casia:272,1,1,0.3125,0.5161290322580645,0.41935483870967744,0.41935483870967744,0.8670828676147534,0.6451612903225806
30,1,casia:451,1,1,0.5625,0.5161290322580645,0.9032258064516129,0.9032258064516129,1.2156161442027704,0.7096774193548387
31,1,casia:201,0,0,1.0,1.0,0.9354838709677419,0.9354838709677419,-0.9507218037223141,0.45161290322580644
32,1,casia:001,0,1,0.03125,0.0967741935483871,0.03225806451612903,0.03225806451612903,-0.35278360044330465,0.41935483870967744
