sample_index,membership_label,user_id,true_label,base_prediction,label_stability_score,sampling_attack_score,transfer_attack_score,boundary_attack_score,dhattack_style_score,dhattack_style_raw_score
0,1,test:2775,1,1,1.0,1.0,0.5714285714285714,0.5714285714285714,0.8044107271968901,1.0
1,1,train:9994,0,0,0.625,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.8588507764248194,0.5714285714285714
2,1,train:6673,0,0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.8588507764248194,0.5714285714285714
3,1,train:2753,1,1,0.75,0.8571428571428571,1.0,1.0,0.24164115857773938,0.8571428571428571
4,1,train:5035,0,1,1.0,1.0,0.7142857142857143,0.7142857142857143,0.24164115857773938,0.8571428571428571
5,1,train:1660,1,1,1.0,1.0,0.5714285714285714,0.5714285714285714,-0.8838979786605616,0.5714285714285714
6,1,train:7860,0,1,1.0,1.0,1.0,1.0,0.8044107271968901,1.0
7,1,train:7938,0,1,1.0,1.0,0.7142857142857143,0.7142857142857143,0.24164115857773938,0.8571428571428571
8,1,train:8462,1,1,0.5,0.5714285714285714,0.8571428571428571,0.8571428571428571,-2.5722066845180134,0.14285714285714285
9,1,train:8576,1,1,0.875,0.42857142857142855,0.8571428571428571,0.8571428571428571,0.8044107271968901,1.0
10,1,train:8337,0,0,1.0,1.0,0.7142857142857143,0.7142857142857143,1.6758633254363253,0.7142857142857143
11,1,train:4915,0,0,0.75,1.0,0.2857142857142857,0.2857142857142857,-1.5921868706096967,0.14285714285714285
12,1,test:2463,0,0,1.0,1.0,0.5714285714285714,0.5714285714285714,0.041838227413314076,0.42857142857142855
13,1,train:529,0,0,1.0,1.0,0.5714285714285714,0.5714285714285714,0.8588507764248194,0.5714285714285714
14,1,train:5534,1,1,0.75,1.0,0.7142857142857143,0.2857142857142857,0.24164115857773938,0.8571428571428571
15,1,test:2463,1,1,1.0,1.0,0.5714285714285714,0.5714285714285714,0.8044107271968901,1.0
16,1,train:8057,1,1,0.875,1.0,1.0,0.5714285714285714,0.8044107271968901,1.0
17,1,train:8718,1,1,0.25,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.8044107271968901,1.0
18,1,train:709,1,1,1.0,1.0,0.5714285714285714,0.5714285714285714,0.24164115857773938,0.8571428571428571
19,1,train:1999,1,1,0.375,1.0,0.8571428571428571,0.8571428571428571,0.8044107271968901,1.0
20,1,test:6949,1,1,1.0,1.0,0.5714285714285714,0.5714285714285714,0.24164115857773938,0.8571428571428571
21,1,train:6845,0,0,1.0,1.0,0.2857142857142857,0.2857142857142857,-0.7751743215981913,0.2857142857142857
22,1,train:17,0,0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.041838227413314076,0.42857142857142855
23,1,train:262,0,1,1.0,1.0,1.0,0.8571428571428571,0.24164115857773938,0.8571428571428571
24,1,train:7170,1,1,0.875,0.42857142857142855,0.7142857142857143,0.8571428571428571,0.8044107271968901,1.0
25,1,train:4915,1,1,0.75,1.0,1.0,1.0,0.8044107271968901,1.0
26,1,train:1884,1,1,0.375,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.8044107271968901,1.0
