sample_index,membership_label,user_id,true_label,base_prediction,label_stability_score,sampling_attack_score,transfer_attack_score,boundary_attack_score,dhattack_style_score,dhattack_style_raw_score
0,1,casia:470,1,1,0.15625,0.3225806451612903,0.45161290322580644,0.7096774193548387,0.27349438131049236,0.7741935483870968
1,1,casia:061,0,0,1.0,1.0,0.6774193548387096,0.6451612903225806,-0.5254939930683759,0.4838709677419355
2,1,casia:250,1,0,1.0,1.0,0.9032258064516129,0.9032258064516129,-1.5702034044262252,0.22580645161290322
3,1,casia:042,0,0,1.0,1.0,0.7741935483870968,0.7741935483870968,1.1721588003881291,0.9032258064516129
4,1,casia:490,1,1,0.625,0.5806451612903226,0.45161290322580644,0.45161290322580644,-0.7486679862607478,0.5483870967741935
5,1,casia:346,1,1,0.40625,0.41935483870967744,0.6451612903225806,0.6451612903225806,0.5655407720451326,0.8387096774193549
6,1,casia:192,0,0,1.0,1.0,1.0,0.8709677419354839,0.7803927711289355,0.8064516129032258
7,1,casia:279,1,1,0.15625,0.25806451612903225,0.3225806451612903,0.3225806451612903,-1.3327607677300277,0.41935483870967744
8,1,casia:345,1,1,0.0625,0.25806451612903225,0.8709677419354839,0.25806451612903225,-0.16457520479146778,0.6774193548387096
9,1,casia:462,1,1,0.1875,0.3548387096774194,0.3225806451612903,0.1935483870967742,-0.6026447908934275,0.5806451612903226
10,1,casia:326,1,1,0.0625,0.3548387096774194,0.3548387096774194,0.3548387096774194,0.1274711859431725,0.7419354838709677
11,1,casia:426,1,1,0.09375,0.25806451612903225,0.5161290322580645,0.6129032258064516,0.41951757667781225,0.8064516129032258
12,1,casia:222,0,0,1.0,1.0,1.0,0.1935483870967742,-1.5702034044262252,0.22580645161290322
13,1,casia:052,0,0,1.0,1.0,0.41935483870967744,0.41935483870967744,0.5192154182894734,0.7419354838709677
14,1,casia:191,0,0,1.0,1.0,0.4838709677419355,0.4838709677419355,-0.003139287389451239,0.6129032258064516
15,1,casia:190,0,0,1.0,1.0,1.0,0.41935483870967744,0.7803927711289355,0.8064516129032258
16,1,casia:360,1,1,0.875,1.0,0.4838709677419355,0.4838709677419355,0.8575871627797724,0.9032258064516129
17,1,casia:026,0,0,1.0,1.0,0.9354838709677419,0.7419354838709677,1.041570123968398,0.8709677419354839
18,1,casia:078,0,0,1.0,1.0,0.7096774193548387,0.7096774193548387,0.25803806545001085,0.6774193548387096
19,1,casia:180,0,0,1.0,1.0,0.7741935483870968,0.7741935483870968,-1.8313807572656877,0.16129032258064516
20,1,casia:289,1,1,0.09375,0.3548387096774194,0.3870967741935484,0.7096774193548387,-0.0185520094241474,0.7096774193548387
21,1,casia:031,0,0,1.0,1.0,1.0,0.6451612903225806,-1.4396147280064941,0.25806451612903225
22,1,casia:390,1,1,0.03125,0.25806451612903225,0.7096774193548387,0.9032258064516129,-1.3327607677300277,0.41935483870967744
